name,city,link
Журнал европейской экономики,Тернополь,http://nbuv.gov.ua/j-tit/jeer
Журнал європейської економіки,Тернопіль,http://nbuv.gov.ua/j-tit/jee
Таврійський науковий вісник," Сільськогосподарські науки, Херсон",http://nbuv.gov.ua/j-tit/tnveconn
Физико-технические проблемы горного производства,Донецк,http://nbuv.gov.ua/j-tit/ftpgp
Реабілітаційні та фізкультурно-рекреаційні аспекти розвитку людини,Рівне,http://nbuv.gov.ua/j-tit/rehrec
Україна-Польща: історична спадщина і суспільна свідомість,Львів,http://nbuv.gov.ua/j-tit/Ukrpol
Овочівництво і баштанництво,Київ,http://nbuv.gov.ua/j-tit/Oib
Світ фінансів,Тернопіль,http://nbuv.gov.ua/j-tit/svitfin
Педагогіка безпеки,Вінниця,http://nbuv.gov.ua/j-tit/pedbez
Автохтонні та інтродуковані рослини,Умань,http://nbuv.gov.ua/j-tit/atiru
Хранение и переработка зерна,Днепропетровск,http://nbuv.gov.ua/j-tit/Zpz
Education: Modern Discourses,Kyiv,http://nbuv.gov.ua/j-tit/edmd
Бізнес-навігатор,Херсон,http://nbuv.gov.ua/j-tit/bnav
Proceedings of the International Conference Nanomaterials: Applications and Properties,Sumy,http://nbuv.gov.ua/j-tit/princon
Вересень,Миколаїв,http://nbuv.gov.ua/j-tit/vere
Гастроентерологія,Дніпро,http://nbuv.gov.ua/j-tit/gastro
Екологічна безпека та природокористування,Київ,http://nbuv.gov.ua/j-tit/ebpk
Дентальні технології,Київ,http://nbuv.gov.ua/j-tit/dentte
Ukrainian journal of veterinary sciences,Київ,http://nbuv.gov.ua/j-tit/ujvs
Ukrainian neurosurgical journal,Київ,http://nbuv.gov.ua/j-tit/Unkhj
Магістеріум," Мовознавчі студії, Київ",http://nbuv.gov.ua/j-tit/Magisterium_kul
Ліки України,Київ,http://nbuv.gov.ua/j-tit/likukr
Індуктивне моделювання складних систем,Київ,http://nbuv.gov.ua/j-tit/Imsst
"Наносистеми, наноматеріали, нанотехнології",Київ,http://nbuv.gov.ua/j-tit/Nano
"Карпати: людина, етнос, цивілізація",Івано-Франківськ,http://nbuv.gov.ua/j-tit/karlec
Записки з романо-германської філології,Одеса,http://nbuv.gov.ua/j-tit/zrgf
Журнал клінічних та експериментальних медичних досліджень,Суми,http://nbuv.gov.ua/j-tit/VSU_med
"Журнал математичної фізики, аналізу, геометрії",Харків,http://nbuv.gov.ua/j-tit/jmfag
Таврійські студії," Історичні науки, Сімф.",http://nbuv.gov.ua/j-tit/tavst
Физиология растений и генетика,Київ,http://nbuv.gov.ua/j-tit/FBKR
Реабілітація та паліативна медицина,Київ,http://nbuv.gov.ua/j-tit/rpm
Україна. Здоров'я нації,Київ,http://nbuv.gov.ua/j-tit/Uzn
Одеський лінгвістичний вісник,Одеса,http://nbuv.gov.ua/j-tit/olinv
Світлотехніка та електроенергетика,Харків,http://nbuv.gov.ua/j-tit/svitteh
Педагогіка і психологія,Київ,http://nbuv.gov.ua/j-tit/PiP
Автошляховик України,Київ,http://nbuv.gov.ua/j-tit/au
Художня культура. Актуальні проблеми,"Київ",http://nbuv.gov.ua/j-tit/khud_kult
"Epistemological studies in philosophy, social and political sciences",Dnipro,http://nbuv.gov.ua/j-tit/epstphsps
European journal of management issues,Dnipro,http://nbuv.gov.ua/j-tit/eurjmi
Біоекономіка та аграрний бізнес,Київ,http://nbuv.gov.ua/j-tit/biagbu
Public policy and economic development,"Mykolayiv",http://nbuv.gov.ua/j-tit/pped
ScienceRise,Харків,http://nbuv.gov.ua/j-tit/texc
"Radiation diagnostics, radiation therapy",Kyiv,http://nbuv.gov.ua/j-tit/ldlt
Researches in mathematics,Dnipro,http://nbuv.gov.ua/j-tit/resm
Review of transport economics and managment,Дніпро,http://nbuv.gov.ua/j-tit/znpdnuzt_pet
Вестник гигиены и эпидемиологии,Донецк,http://nbuv.gov.ua/j-tit/vgie
Гематологія і переливання крові,Київ,http://nbuv.gov.ua/j-tit/gipk
Екологічне право України,Київ,http://nbuv.gov.ua/j-tit/eklprukr
Ukrainian professional education,Полтава,http://nbuv.gov.ua/j-tit/upo
Urologiya,Дніпро,http://nbuv.gov.ua/j-tit/Urology
Магістеріум," Політичні студії, Київ",http://nbuv.gov.ua/j-tit/Magisterium_lit
Ліки України плюс,Київ,http://nbuv.gov.ua/j-tit/liku
Індустрія моди,Київ,http://nbuv.gov.ua/j-tit/legpro
Наноструктурное материаловедение,Киев,http://nbuv.gov.ua/j-tit/Nanm
Карпатика,Ужгород,http://nbuv.gov.ua/j-tit/karpatyka
Записки з українського мовознавства,Одеса,http://nbuv.gov.ua/j-tit/zukm
Журнал Національної академії медичних наук України,Київ,http://nbuv.gov.ua/j-tit/jnamnu
Таврійські студії," Культурологія, Сімф.",http://nbuv.gov.ua/j-tit/tsk
Физическое воспитание студентов,Харьков,http://nbuv.gov.ua/j-tit/PhVSTS
Региональные проблемы архитектуры и градостроительства,Одесса,http://nbuv.gov.ua/j-tit/rpam
Україна: аспекти праці,Київ,http://nbuv.gov.ua/j-tit/Uap
Одеський медичний журнал,Одеса,http://nbuv.gov.ua/j-tit/Omj
Світова література на перехресті культур і цивілізацій,Сімф.,http://nbuv.gov.ua/j-tit/slnpkc
Педагогіка і психологія професійної освіти,Львів,http://nbuv.gov.ua/j-tit/Pippo
Аграрна економіка,Дубляни,http://nbuv.gov.ua/j-tit/ae
Evropský politický a právní diskurz,Brno,http://nbuv.gov.ua/j-tit/evpopr
Біоенергетика,Київ,http://nbuv.gov.ua/j-tit/Bioen
ScienceRise," Biological science, Харків",http://nbuv.gov.ua/j-tit/texcsbs
Regulatory Mechanisms in Biosystems,"Dnipro",http://nbuv.gov.ua/j-tit/vdubm
Вестник двигателестроения,Запорожье,http://nbuv.gov.ua/j-tit/vidv
Генеалогічні записки,Львів,http://nbuv.gov.ua/j-tit/genzap
Екологічний вісник Криворіжжя,Кривий Ріг,http://nbuv.gov.ua/j-tit/ebkrd
Держава і право," Юридичні і політичні науки, Київ",http://nbuv.gov.ua/j-tit/dip
Ucraina magna,Київ,http://nbuv.gov.ua/j-tit/ucrmag
Магістеріум," Природничі науки, Київ",http://nbuv.gov.ua/j-tit/Magisterium_mov
Лінгвістика,Луганськ,http://nbuv.gov.ua/j-tit/ling
Інженерія природокористування,Харків,http://nbuv.gov.ua/j-tit/Iprk
Народна освіта,Біла Церква,http://nbuv.gov.ua/j-tit/NarOsv
Карпатський край,Івано-Франківськ,http://nbuv.gov.ua/j-tit/kkr
Записки історичного факультету,Одеса,http://nbuv.gov.ua/j-tit/zif
Журнал неврології ім. Б. М. Маньковського,Київ,http://nbuv.gov.ua/j-tit/jorn
Журнал обчислювальної та прикладної математики,Київ,http://nbuv.gov.ua/j-tit/jopm
Таврійські студії," Мистецтвознавство, Сімф.",http://nbuv.gov.ua/j-tit/tsm
Филологические исследования,Донецк,http://nbuv.gov.ua/j-tit/Fd
Регіональна бізнес-економіка та управління,Вінниця,http://nbuv.gov.ua/j-tit/Rbetu
"Україна: культурна спадщина, національна свідомість, державність",Львів,http://nbuv.gov.ua/j-tit/Uks
Озброєння та військова техніка,Київ,http://nbuv.gov.ua/j-tit/ovt
Світогляд,Київ,http://nbuv.gov.ua/j-tit/Svit
Педагогіка та психологія,Харків,http://nbuv.gov.ua/j-tit/znpkhnpu_ped
Аграрна наука і освіта,Київ,http://nbuv.gov.ua/j-tit/agrarn
Experimental oncology,"Kyiv",http://nbuv.gov.ua/j-tit/EOL
Біологічний вісник МДПУ ім. Б. Хмельницького,Мелітополь,http://nbuv.gov.ua/j-tit/bvmd
ScienceRise," Juridical Science, Харків",http://nbuv.gov.ua/j-tit/srjusc
Вестник зоологии,Киев,http://nbuv.gov.ua/j-tit/vzl
Генетичні ресурси рослин,Харків,http://nbuv.gov.ua/j-tit/grr
Екологічні науки,Київ,http://nbuv.gov.ua/j-tit/ekolnauk
Ukrainian food journal,Kyiv,http://nbuv.gov.ua/j-tit/UFJ
Магістеріум," Соціальна робота і охорона здоров’я, Київ",http://nbuv.gov.ua/j-tit/Magisterium_p
Лінгвістика ХХІ століття,Київ,http://nbuv.gov.ua/j-tit/linds
Інженерія програмного забезпечення,Київ,http://nbuv.gov.ua/j-tit/Ipz
Народна творчість та етнологія,Київ,http://nbuv.gov.ua/j-tit/NTE
Карпатські математичні публікації,Івано-Франківськ,http://nbuv.gov.ua/j-tit/Kmp
Записки Львівської національної наукової бібліотеки України імені В. Стефаника ,Львів,http://nbuv.gov.ua/j-tit/lnnbyivs
Журнал органічної та фармацевтичної хімії,Харків,http://nbuv.gov.ua/j-tit/jofkh
Журнал практикуючого психолога,Київ,http://nbuv.gov.ua/j-tit/jpp
Таїни художнього тексту (до проблеми поетики тексту),Дніпропетровськ,http://nbuv.gov.ua/j-tit/Tkht
Финансовые услуги,Киев,http://nbuv.gov.ua/j-tit/finu
Регіональна економіка,Львів,http://nbuv.gov.ua/j-tit/regek
Українознавство,Київ,http://nbuv.gov.ua/j-tit/Ukr
Онкология,Киев,http://nbuv.gov.ua/j-tit/OL
Світогляд - Філософія - Релігія,Суми,http://nbuv.gov.ua/j-tit/sfr
Педагогіка формування творчої особистості у вищій і загальноосвітній школах,Запоріжжя,http://nbuv.gov.ua/j-tit/Pfto
Аграрна наука та харчові технології,Вінниця,http://nbuv.gov.ua/j-tit/anxt
Біологічні системи,Чернівці,http://nbuv.gov.ua/j-tit/biolsist
ScienceRise," Medical science, Харків",http://nbuv.gov.ua/j-tit/texcsrm
Вестник Клуба панкреотологов,Киев,http://nbuv.gov.ua/j-tit/Chem_Biol
Географія та туризм,Київ,http://nbuv.gov.ua/j-tit/gt
Екологія довкілля та безпека життєдіяльності,Київ,http://nbuv.gov.ua/j-tit/edbj
Держава та регіони,"ерія : Гуманітарні науки, Запоріжжя",http://nbuv.gov.ua/j-tit/drgn
Ukrainian journal of food science,Kyiv,http://nbuv.gov.ua/j-tit/ujfs
Магістеріум," Хімічні науки, Київ",http://nbuv.gov.ua/j-tit/Magisterium_pr
Лінгвістика. Лінгвокультурологія,Дніпро,http://nbuv.gov.ua/j-tit/lin
Інженерна геодезія,Київ,http://nbuv.gov.ua/j-tit/Ig
Народознавчі зошити,Львів,http://nbuv.gov.ua/j-tit/NaZo
Картоплярство,Київ,http://nbuv.gov.ua/j-tit/karto
Записки Українського мінералогічного товариства,Київ,http://nbuv.gov.ua/j-tit/Zumt
Журнал психіатрії та медичної психології,Донецьк,http://nbuv.gov.ua/j-tit/jpmp
Журнал східноєвропейського права,Київ,http://nbuv.gov.ua/j-tit/jousepr
Танцювальні студії,Київ,http://nbuv.gov.ua/j-tit/ds
Фізика аеродисперсних систем,Одеса,http://nbuv.gov.ua/j-tit/Fas
Регіональна історія України,Київ,http://nbuv.gov.ua/j-tit/reisuk
Українознавчий альманах,Київ,http://nbuv.gov.ua/j-tit/Ukralm
"Оновлення змісту, форм та методів навчання і виховання в закладах освіти",Рівне,http://nbuv.gov.ua/j-tit/Ozfm
Сейсмологический бюллетень Украины,Симф.,http://nbuv.gov.ua/j-tit/seism
"Педагогіка, психологія та медико-біологічні проблеми фізичного виховання і спорту",Харків,http://nbuv.gov.ua/j-tit/PPMB
Аграрний вісник Причорномор'я," Біологічні науки, Одеса",http://nbuv.gov.ua/j-tit/avpb
Біологічні студії,Львів,http://nbuv.gov.ua/j-tit/bist
ScienceRise," Pedagogical Education, Харків",http://nbuv.gov.ua/j-tit/texcped
Вестник физиотерапии и курортологии,Евпатория,http://nbuv.gov.ua/j-tit/VPhk
Геоінженерія,Київ,http://nbuv.gov.ua/j-tit/geoeng
Екологія і природокористування,Дніпропетровськ,http://nbuv.gov.ua/j-tit/ecolpr
Ukrainian journal of physical optics,Lviv,http://nbuv.gov.ua/j-tit/UJPO
Ukrainian journal of physics,Kyiv,http://nbuv.gov.ua/j-tit/Ukjourph
